uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
005158954|005158954|005158954_000001|Nacimientos_1951,v. CH-N-L052 (pt. 1) - DGS(005158954)|Nacimientos_1951,v. CH-N-L052 (pt. 1) - DGS(005158954)|ES|Español|1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L052 (pt. 1)|Nacimientos-jun 1951—jul 1951|
005158955|005158955|005158955_000001|Nacimientos_1951,v. CH-N-L052 (pt. 2) - DGS(005158955)|Nacimientos_1951,v. CH-N-L052 (pt. 2) - DGS(005158955)|ES|Español|1951|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L052 (pt. 2)|Nacimientos-jul 1951—dic 1951|
005158956|005158956|005158956_000001|Nacimientos_1951,v. CH-N-L052 (pt. 3) - DGS(005158956)|Nacimientos_1951,v. CH-N-L052 (pt. 3) - DGS(005158956)|ES|Español|1951|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L052 (pt. 3)|Nacimientos-1951|
005158957|005158957|005158957_000001|Nacimientos_1951,v. CH-N-L053 (pt. 1) - DGS(005158957)|Nacimientos_1951,v. CH-N-L053 (pt. 1) - DGS(005158957)|ES|Español|1951|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L053 (pt. 1)|Nacimientos-ene 1951—nov 1951|
005158958|005158958|005158958_000001|Nacimientos_1951,v. CH-N-L053 (pt. 2) - DGS(005158958)|Nacimientos_1951,v. CH-N-L053 (pt. 2) - DGS(005158958)|ES|Español|1951|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L053 (pt. 2)|Nacimientos-nov 1951—dic 1951|
005158959|005158959|005158959_000001|Nacimientos_1952,v. CH-N-L054 (pt. 1) - DGS(005158959)|Nacimientos_1952,v. CH-N-L054 (pt. 1) - DGS(005158959)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L054 (pt. 1)|Nacimientos-ene 1952—feb 1952|
005158960|005158960|005158960_000001|Nacimientos_1952,v. CH-N-L054 (pt. 2) - DGS(005158960)|Nacimientos_1952,v. CH-N-L054 (pt. 2) - DGS(005158960)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L054 (pt. 2)|Nacimientos-feb 1952—mar 1952|
005158961|005158961|005158961_000001|Nacimientos_1952,v. CH-N-L054 (pt. 3) - DGS(005158961)|Nacimientos_1952,v. CH-N-L054 (pt. 3) - DGS(005158961)|ES|Español|1952|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L054 (pt. 3)|Nacimientos-mar 1952—abr 1952|
005158962|005158962|005158962_000001|Nacimientos_1952,v. CH-N-L055 (pt. 1) - DGS(005158962)|Nacimientos_1952,v. CH-N-L055 (pt. 1) - DGS(005158962)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L055 (pt. 1)|Nacimientos-abr 1952—jun 1952|
005158963|005158963|005158963_000001|Nacimientos_1952,v. CH-N-L055 (pt. 2) - DGS(005158963)|Nacimientos_1952,v. CH-N-L055 (pt. 2) - DGS(005158963)|ES|Español|1952|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L055 (pt. 2)|Nacimientos-jun 1952—jul 1952|
005158964|005158964|005158964_000001|Nacimientos_1952,v. CH-N-L055 (pt. 3) - DGS(005158964)|Nacimientos_1952,v. CH-N-L055 (pt. 3) - DGS(005158964)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L055 (pt. 3)|Nacimientos-jul 1952—dic 1952|
005158965|005158965|005158965_000001|Nacimientos_1952,v. CH-N-L056 (pt. 1) - DGS(005158965)|Nacimientos_1952,v. CH-N-L056 (pt. 1) - DGS(005158965)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L056 (pt. 1)|Nacimientos-ene 1952—oct 1952|
005158966|005158966|005158966_000001|Nacimientos_1952,v. CH-N-L056 (pt. 2) - DGS(005158966)|Nacimientos_1952,v. CH-N-L056 (pt. 2) - DGS(005158966)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L056 (pt. 2)|Nacimientos-oct 1952—dic 1952|
005158967|005158967|005158967_000001|Nacimientos_1952,v. CH-N-L057  - DGS(005158967)|Nacimientos_1952,v. CH-N-L057  - DGS(005158967)|ES|Español|1952|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L057 |Nacimientos-dic 1952|
005158968|005158968|005158968_000001|Nacimientos_1953,v. CH-N-L058 (pt. 1) - DGS(005158968)|Nacimientos_1953,v. CH-N-L058 (pt. 1) - DGS(005158968)|ES|Español|1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L058 (pt. 1)|Nacimientos-ene 1953—feb 1953|
005158969|005158969|005158969_000001|Nacimientos_1953,v. CH-N-L058 (pt. 2) - DGS(005158969)|Nacimientos_1953,v. CH-N-L058 (pt. 2) - DGS(005158969)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L058 (pt. 2)|Nacimientos-feb 1953—mar 1953|
005158970|005158970|005158970_000001|Nacimientos_1953,v. CH-N-L058 (pt. 3) - DGS(005158970)|Nacimientos_1953,v. CH-N-L058 (pt. 3) - DGS(005158970)|ES|Español|1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L058 (pt. 3)|Nacimientos-mar 1953—abr 1953|
005158971|005158971|005158971_000001|Nacimientos_1953,v. CH-N-L059 (pt. 1) - DGS(005158971)|Nacimientos_1953,v. CH-N-L059 (pt. 1) - DGS(005158971)|ES|Español|1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L059 (pt. 1)|Nacimientos-abr 1953—jun 1953|
005158972|005158972|005158972_000001|Nacimientos_1953,v. CH-N-L059 (pt. 2) - DGS(005158972)|Nacimientos_1953,v. CH-N-L059 (pt. 2) - DGS(005158972)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L059 (pt. 2)|Nacimientos-jun 1953—jul 1953|
005158973|005158973|005158973_000001|Nacimientos_1953,v. CH-N-L059 (pt. 3) - DGS(005158973)|Nacimientos_1953,v. CH-N-L059 (pt. 3) - DGS(005158973)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L059 (pt. 3)|Nacimientos-jul 1953—dic 1953|
005158974|005158974|005158974_000001|Nacimientos_1953,v. CH-N-L060 (pt. 1) - DGS(005158974)|Nacimientos_1953,v. CH-N-L060 (pt. 1) - DGS(005158974)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L060 (pt. 1)|Nacimientos-1953|
005158975|005158975|005158975_000001|Nacimientos_1953,v. CH-N-L060 (pt. 2) - DGS(005158975)|Nacimientos_1953,v. CH-N-L060 (pt. 2) - DGS(005158975)|ES|Español|1953|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L060 (pt. 2)|Nacimientos-ene 1953—nov 1953|
005158976|005158976|005158976_000001|Nacimientos_1953,v. CH-N-L060 (pt. 3) - DGS(005158976)|Nacimientos_1953,v. CH-N-L060 (pt. 3) - DGS(005158976)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L060 (pt. 3)|Nacimientos-nov 1953—dic 1953|
005158977|005158977|005158977_000001|Nacimientos_1953,v. CH-N-L061  - DGS(005158977)|Nacimientos_1953,v. CH-N-L061  - DGS(005158977)|ES|Español|1953|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L061 |Nacimientos-dic 1953|
005158978|005158978|005158978_000001|Nacimientos_1954,v. CH-N-L064 (pt. 1) - DGS(005158978)|Nacimientos_1954,v. CH-N-L064 (pt. 1) - DGS(005158978)|ES|Español|1954|Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L064 (pt. 1)|Nacimientos-ene 1954—oct 1954|
005158979|005158979|005158979_000001|Nacimientos_1954,v. CH-N-L064 (pt. 2) - DGS(005158979)|Nacimientos_1954,v. CH-N-L064 (pt. 2) - DGS(005158979)|ES|Español|1954|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L064 (pt. 2)|Nacimientos-oct 1954—nov 1954|
005158980|005158980|005158980_000001|Nacimientos_1954,v. CH-N-L064 (pt. 3) - DGS(005158980)|Nacimientos_1954,v. CH-N-L064 (pt. 3) - DGS(005158980)|ES|Español|1954|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimientos|v. CH-N-L064 (pt. 3)|Nacimientos-nov 1954—dic 1954|
005158985|005158985|005158985_000001|Nacimientos_1974,v. OL-N-L017  - DGS(005158985)|Nacimientos_1974,v. OL-N-L017  - DGS(005158985)|ES|Español|1974|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L017 |Nacimientos-ene 1974—jul 1974|
005158986|005158986|005158986_000001|Nacimientos_1974,v. OL-N-L018  - DGS(005158986)|Nacimientos_1974,v. OL-N-L018  - DGS(005158986)|ES|Español|1974|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L018 |Nacimientos-ene 1974—jun 1974|
005158987|005158987|005158987_000001|Nacimientos_1975,v. OL-N-L019  - DGS(005158987)|Nacimientos_1975,v. OL-N-L019  - DGS(005158987)|ES|Español|1975|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L019 |Nacimientos-1975|
005158988|005158988|005158988_000001|Nacimientos_1976,v. OL-N-L020  - DGS(005158988)|Nacimientos_1976,v. OL-N-L020  - DGS(005158988)|ES|Español|1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L020 |Nacimientos-ene 1975—ene 1976|
005158989|005158989|005158989_000001|Nacimientos_1976,v. OL-N-L021  - DGS(005158989)|Nacimientos_1976,v. OL-N-L021  - DGS(005158989)|ES|Español|1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L021 |Nacimientos-1976|
005158990|005158990|005158990_000001|Nacimientos_1976,v. OL-N-L023  - DGS(005158990)|Nacimientos_1976,v. OL-N-L023  - DGS(005158990)|ES|Español|1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L023 |Nacimientos-ene 1976—jun 1976|
005158991|005158991|005158991_000001|Nacimientos_1976,v. OL-N-L024  - DGS(005158991)|Nacimientos_1976,v. OL-N-L024  - DGS(005158991)|ES|Español|1976|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L024 |Nacimientos-jun 1976—oct 1976|
005158992|005158992|005158992_000001|Nacimientos_1977,v. OL-N-L025  - DGS(005158992)|Nacimientos_1977,v. OL-N-L025  - DGS(005158992)|ES|Español|1977|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L025 |Nacimientos-1977|
005158993|005158993|005158993_000001|Nacimientos_1977,v. OL-N-L026  - DGS(005158993)|Nacimientos_1977,v. OL-N-L026  - DGS(005158993)|ES|Español|1977|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L026 |Nacimientos-1977|
005158994|005158994|005158994_000001|Nacimientos_1988,v. OL-N-L027  - DGS(005158994)|Nacimientos_1988,v. OL-N-L027  - DGS(005158994)|ES|Español|1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L027 |Nacimientos-1988|
005158995|005158995|005158995_000001|Nacimientos_1978,v. OL-N-L028  - DGS(005158995)|Nacimientos_1978,v. OL-N-L028  - DGS(005158995)|ES|Español|1978|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L028 |Nacimientos-may 1978—oct 1978|
005158996|005158996|005158996_000001|Nacimientos_1979,v. OL-N-L030  - DGS(005158996)|Nacimientos_1979,v. OL-N-L030  - DGS(005158996)|ES|Español|1979|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L030 |Nacimientos-oct 1978—feb 1979|
005158997|005158997|005158997_000001|Nacimientos_1979,v. OL-N-L031  - DGS(005158997)|Nacimientos_1979,v. OL-N-L031  - DGS(005158997)|ES|Español|1979|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L031 |Nacimientos-feb 1979|
005158998|005158998|005158998_000001|Nacimientos_1980,v. OL-N-L032  - DGS(005158998)|Nacimientos_1980,v. OL-N-L032  - DGS(005158998)|ES|Español|1980|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L032 |Nacimientos-ene 1979—feb 1980|
005158999|005158999|005158999_000001|Nacimientos_1980,v. OL-N-L033  - DGS(005158999)|Nacimientos_1980,v. OL-N-L033  - DGS(005158999)|ES|Español|1980|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L033 |Nacimientos-feb 1980—oct 1980|
005159000|005159000|005159000_000001|Nacimientos_1982,v. OL-N-L040  - DGS(005159000)|Nacimientos_1982,v. OL-N-L040  - DGS(005159000)|ES|Español|1982|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L040 |Nacimientos-abr 1982—dic 1982|
005159001|005159001|005159001_000001|Nacimientos_1984,v. OL-N-L006  - DGS(005159001)|Nacimientos_1984,v. OL-N-L006  - DGS(005159001)|ES|Español|1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L006 |Nacimientos-abr 1984—jun 1984|
005159002|005159002|005159002_000001|Nacimientos_1987,v. OL-N-L043  - DGS(005159002)|Nacimientos_1987,v. OL-N-L043  - DGS(005159002)|ES|Español|1987|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L043 |Nacimientos-1987|
005159003|005159003|005159003_000001|Nacimientos_1987,v. OL-N-L046  - DGS(005159003)|Nacimientos_1987,v. OL-N-L046  - DGS(005159003)|ES|Español|1987|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L046 |Nacimientos-nov 1987—dic 1987|
005159004|005159004|005159004_000001|Nacimientos_1978,v. OL-N-L047  - DGS(005159004)|Nacimientos_1978,v. OL-N-L047  - DGS(005159004)|ES|Español|1978|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L047 |Nacimientos-ene 1978—feb 1978|
005159005|005159005|005159005_000001|Nacimientos_1988,v. OL-N-L048  - DGS(005159005)|Nacimientos_1988,v. OL-N-L048  - DGS(005159005)|ES|Español|1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L048 |Nacimientos-feb 1988—jun 1988|
005159006|005159006|005159006_000001|Nacimientos_1988,v. OL-N-L049  - DGS(005159006)|Nacimientos_1988,v. OL-N-L049  - DGS(005159006)|ES|Español|1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L049 |Nacimientos-jun 1988—dic 1988|
005159007|005159007|005159007_000001|Nacimientos_1988,v. OL-N-L049 - DGS(005159007)|Nacimientos_1988,v. OL-N-L049 - DGS(005159007)|ES|Español|1988|Olmos, Lambayeque, Lambayeque, Perú|Nacimientos|v. OL-N-L049|Nacimientos-1988|
005159016|005159016|005159016_000001|Matrimonios_1943,v. CH-M-L025  - DGS(005159016)|Matrimonios_1943,v. CH-M-L025  - DGS(005159016)|ES|Español|1943|Chiclayo, Chiclayo, Lambayeque, Perú|Matrimonios|v. CH-M-L025 |Matrimonios-1943|
005159017|005159017|005159017_000001|Defunciones_1918,v. FE-DE-L001  - DGS(005159017)|Defunciones_1918,v. FE-DE-L001  - DGS(005159017)|ES|Español|1918|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L001 |Defunciones-feb 1918—dic 1918|
005159018|005159018|005159018_000001|Defunciones_1921,v. FE-DE-L002  - DGS(005159018)|Defunciones_1921,v. FE-DE-L002  - DGS(005159018)|ES|Español|1921|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L002 |Defunciones-ene 1919—jul 1921|
005159019|005159019|005159019_000001|Defunciones_1925,v. FE-DE-L003  - DGS(005159019)|Defunciones_1925,v. FE-DE-L003  - DGS(005159019)|ES|Español|1925|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L003 |Defunciones-jul 1921—dic 1925|
005159020|005159020|005159020_000001|Defunciones_1925,v. FE-DE-L004  - DGS(005159020)|Defunciones_1925,v. FE-DE-L004  - DGS(005159020)|ES|Español|1925|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L004 |Defunciones-1925|
005159021|005159021|005159021_000001|Defunciones_1926,v. FE-DE-L005  - DGS(005159021)|Defunciones_1926,v. FE-DE-L005  - DGS(005159021)|ES|Español|1926|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L005 |Defunciones-1926|
005159022|005159022|005159022_000001|Certificados de defunción_1927,v. FE-DE-L006  - DGS(005159022)|Certificados de defunción_1927,v. FE-DE-L006  - DGS(005159022)|ES|Español|1927|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L006 |Certificados de defunción-1927|
005159023|005159023|005159023_000001|Defunciones_1934,v. FE-DE-L007  - DGS(005159023)|Defunciones_1934,v. FE-DE-L007  - DGS(005159023)|ES|Español|1934|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L007 |Defunciones-ene 1933—ene 1934|
005159024|005159024|005159024_000001|Defunciones_1934,v. FE-DE-L008  - DGS(005159024)|Defunciones_1934,v. FE-DE-L008  - DGS(005159024)|ES|Español|1934|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L008 |Defunciones-ene 1933—ene 1934|
005159025|005159025|005159025_000001|Defunciones_1935,v. FE-DE-L009  - DGS(005159025)|Defunciones_1935,v. FE-DE-L009  - DGS(005159025)|ES|Español|1935|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L009 |Defunciones-1935|
005159026|005159026|005159026_000001|Defunciones_1937,v. FE-DE-L010  - DGS(005159026)|Defunciones_1937,v. FE-DE-L010  - DGS(005159026)|ES|Español|1937|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L010 |Defunciones-1937|
005159027|005159027|005159027_000001|Certificados de defunción_1938,v. FE-DE-L011  - DGS(005159027)|Certificados de defunción_1938,v. FE-DE-L011  - DGS(005159027)|ES|Español|1938|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L011 |Certificados de defunción-1938|
005159028|005159028|005159028_000001|Defunciones_1939,v. FE-DE-L012  - DGS(005159028)|Defunciones_1939,v. FE-DE-L012  - DGS(005159028)|ES|Español|1939|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L012 |Defunciones-1939|
005159029|005159029|005159029_000001|Defunciones_1940,v. FE-DE-L013  - DGS(005159029)|Defunciones_1940,v. FE-DE-L013  - DGS(005159029)|ES|Español|1940|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L013 |Defunciones-1940|
005159030|005159030|005159030_000001|Defunciones_1941,v. FE-DE-L015  - DGS(005159030)|Defunciones_1941,v. FE-DE-L015  - DGS(005159030)|ES|Español|1941|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L015 |Defunciones-1941|
005159031|005159031|005159031_000001|Certificados de defunción_1943,v. FE-DE-L017  - DGS(005159031)|Certificados de defunción_1943,v. FE-DE-L017  - DGS(005159031)|ES|Español|1943|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L017 |Certificados de defunción-1943|
005159032|005159032|005159032_000001|Certificados de defunción_1944,v. FE-DE-L019  - DGS(005159032)|Certificados de defunción_1944,v. FE-DE-L019  - DGS(005159032)|ES|Español|1944|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L019 |Certificados de defunción-1944|
005159033|005159033|005159033_000001|Defunciones_1946,v. FE-DE-L020  - DGS(005159033)|Defunciones_1946,v. FE-DE-L020  - DGS(005159033)|ES|Español|1946|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L020 |Defunciones-1945—1946|
005159034|005159034|005159034_000001|Defunciones_1947,v. FE-DE-L021  - DGS(005159034)|Defunciones_1947,v. FE-DE-L021  - DGS(005159034)|ES|Español|1947|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L021 |Defunciones-1947|
005159035|005159035|005159035_000001|Certificados de defunción_1948,v. FE-DE-L022  - DGS(005159035)|Certificados de defunción_1948,v. FE-DE-L022  - DGS(005159035)|ES|Español|1948|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L022 |Certificados de defunción-1948|
005159036|005159036|005159036_000001|Defunciones_1949,v. FE-DE-L023  - DGS(005159036)|Defunciones_1949,v. FE-DE-L023  - DGS(005159036)|ES|Español|1949|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L023 |Defunciones-1949|
005159037|005159037|005159037_000001|Certificados de defunción_1950,v. FE-DE-L024  - DGS(005159037)|Certificados de defunción_1950,v. FE-DE-L024  - DGS(005159037)|ES|Español|1950|Ferreñafe, Lambayeque, Perú|Certificados de defunción|v. FE-DE-L024 |Certificados de defunción-1950|
005159038|005159038|005159038_000001|Defunciones_1951,v. FE-DE-L025  - DGS(005159038)|Defunciones_1951,v. FE-DE-L025  - DGS(005159038)|ES|Español|1951|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L025 |Defunciones-1951|
005159039|005159039|005159039_000001|Defunciones_1955,v. FE-DE-L027  - DGS(005159039)|Defunciones_1955,v. FE-DE-L027  - DGS(005159039)|ES|Español|1955|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L027 |Defunciones-1955|
005159040|005159040|005159040_000001|Defunciones_1957,v. FE-DE-L028  - DGS(005159040)|Defunciones_1957,v. FE-DE-L028  - DGS(005159040)|ES|Español|1957|Ferreñafe, Ferreñafe, Lambayeque, Perú|Defunciones|v. FE-DE-L028 |Defunciones-1957|
005159041|005159041|005159041_000001|Matrimonios_1927,v. FE-M-L002  - DGS(005159041)|Matrimonios_1927,v. FE-M-L002  - DGS(005159041)|ES|Español|1927|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L002 |Matrimonios-ene 1919—nov 1927|
005159042|005159042|005159042_000001|Matrimonios_1935,v. FE-M-L005  - DGS(005159042)|Matrimonios_1935,v. FE-M-L005  - DGS(005159042)|ES|Español|1935|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L005 |Matrimonios-mar 1935—dic 1935|
005159043|005159043|005159043_000001|Matrimonios_1936,v. FE-M-L006  - DGS(005159043)|Matrimonios_1936,v. FE-M-L006  - DGS(005159043)|ES|Español|1936|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L006 |Matrimonios-1936|
005159044|005159044|005159044_000001|Matrimonios_1937,v. FE-M-L007  - DGS(005159044)|Matrimonios_1937,v. FE-M-L007  - DGS(005159044)|ES|Español|1937|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L007 |Matrimonios-1937|
005159045|005159045|005159045_000001|Matrimonios_1939,v. FE-M-L008  - DGS(005159045)|Matrimonios_1939,v. FE-M-L008  - DGS(005159045)|ES|Español|1939|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L008 |Matrimonios-ene 1938—ene 1939|
005159046|005159046|005159046_000001|Matrimonios_1940,v. FE-M-L009  - DGS(005159046)|Matrimonios_1940,v. FE-M-L009  - DGS(005159046)|ES|Español|1940|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L009 |Matrimonios-feb 1939—ene 1940|
005159047|005159047|005159047_000001|Matrimonios_1940,v. FE-M-L010  - DGS(005159047)|Matrimonios_1940,v. FE-M-L010  - DGS(005159047)|ES|Español|1940|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L010 |Matrimonios-1940|
005159048|005159048|005159048_000001|Matrimonios_1941,v. FE-M-L010A  - DGS(005159048)|Matrimonios_1941,v. FE-M-L010A  - DGS(005159048)|ES|Español|1941|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L010A |Matrimonios-1941|
005159049|005159049|005159049_000001|Matrimonios_1942,v. FE-M-L011  - DGS(005159049)|Matrimonios_1942,v. FE-M-L011  - DGS(005159049)|ES|Español|1942|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L011 |Matrimonios-1942|
005159050|005159050|005159050_000001|Matrimonios_1943,v. FE-M-L012  - DGS(005159050)|Matrimonios_1943,v. FE-M-L012  - DGS(005159050)|ES|Español|1943|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L012 |Matrimonios-1943|
005159051|005159051|005159051_000001|Matrimonios_1944,v. FE-M-L012A  - DGS(005159051)|Matrimonios_1944,v. FE-M-L012A  - DGS(005159051)|ES|Español|1944|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L012A |Matrimonios-1944|
005159052|005159052|005159052_000001|Matrimonios_1946,v. FE-M-L013  - DGS(005159052)|Matrimonios_1946,v. FE-M-L013  - DGS(005159052)|ES|Español|1946|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L013 |Matrimonios-1945—1946|
005159053|005159053|005159053_000001|Matrimonios_1946,v. FE-M-L014  - DGS(005159053)|Matrimonios_1946,v. FE-M-L014  - DGS(005159053)|ES|Español|1946|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L014 |Matrimonios-1946|
005159054|005159054|005159054_000001|Matrimonios_1947,v. FE-M-L015  - DGS(005159054)|Matrimonios_1947,v. FE-M-L015  - DGS(005159054)|ES|Español|1947|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L015 |Matrimonios-1947|
005159055|005159055|005159055_000001|Matrimonios_1948,v. FE-M-L016  - DGS(005159055)|Matrimonios_1948,v. FE-M-L016  - DGS(005159055)|ES|Español|1948|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L016 |Matrimonios-1948|
005159056|005159056|005159056_000001|Matrimonios_1949,v. FE-M-L017  - DGS(005159056)|Matrimonios_1949,v. FE-M-L017  - DGS(005159056)|ES|Español|1949|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L017 |Matrimonios-1949|
005159057|005159057|005159057_000001|Matrimonios_1950,v. FE-M-L018  - DGS(005159057)|Matrimonios_1950,v. FE-M-L018  - DGS(005159057)|ES|Español|1950|Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L018 |Matrimonios-1950|
005159058|005159058|005159058_000001|Matrimonios_1951,v. FE-M-L019  - DGS(005159058)|Matrimonios_1951,v. FE-M-L019  - DGS(005159058)|ES|Español|1951|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L019 |Matrimonios-1951|
005159059|005159059|005159059_000001|Matrimonios_1952,v. FE-M-L020  - DGS(005159059)|Matrimonios_1952,v. FE-M-L020  - DGS(005159059)|ES|Español|1952|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L020 |Matrimonios-1952|
005159060|005159060|005159060_000001|Matrimonios_1953,v. FE-M-L021  - DGS(005159060)|Matrimonios_1953,v. FE-M-L021  - DGS(005159060)|ES|Español|1953|Ferreñafe, Ferreñafe, Lambayeque, Perú|Matrimonios|v. FE-M-L021 |Matrimonios-1953|
